name,full_name,team,position,price,total_points,minutes,goals,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,xG,xA,xGI,xGC,form,points_per_game,selected_by_percent,status,chance_of_playing,news
Raya,David Raya Martín,Arsenal,GK,5.9,86,1890,0,0,10,14,0,0,0,1,0,32,4,348,320.2,20.3,0.0,34.1,0.0,0.04,0.04,15.43,3.6,4.1,33.6,a,,
Arrizabalaga,Kepa Arrizabalaga Revuelta,Arsenal,GK,4.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,a,,
Hein,Karl Hein,Arsenal,GK,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,u,0.0,Has joined Werder Bremen on loan for the rest of the season.
Setford,Tommy Setford,Arsenal,GK,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,a,,
Gabriel,Gabriel dos Santos Magalhães,Arsenal,DEF,6.7,112,1265,3,2,9,7,0,0,0,1,0,0,16,362,443.6,73.0,158.0,67.3,1.56,0.76,2.32,8.95,6.2,7.5,33.2,a,100.0,
Saliba,William Saliba,Arsenal,DEF,5.9,61,1354,0,0,7,9,0,0,0,0,0,0,2,288,269.0,64.0,22.0,35.5,0.29,0.44,0.73,10.61,3.6,3.6,11.9,a,100.0,
Calafiori,Riccardo Calafiori,Arsenal,DEF,5.6,77,1256,1,2,9,7,0,0,0,5,0,0,4,287,222.0,104.8,219.0,54.5,2.49,0.36,2.85,7.09,1.2,4.8,6.5,i,0.0,Muscle injury - Unknown return date
J.Timber,Jurriën Timber,Arsenal,DEF,6.3,104,1639,2,4,9,12,0,0,0,2,0,0,7,374,375.0,277.2,315.0,97.0,4.06,0.85,4.91,11.22,4.8,5.2,27.7,a,100.0,
Kiwior,Jakub Kiwior,Arsenal,DEF,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,u,0.0,has joined Porto on loan for the rest of the season.
Lewis-Skelly,Myles Lewis-Skelly,Arsenal,DEF,5.1,12,311,0,0,0,5,0,0,0,3,0,0,0,36,31.2,45.5,18.0,9.4,0.05,0.06,0.11,5.26,0.6,0.9,1.5,a,,
White,Benjamin White,Arsenal,DEF,5.1,23,287,0,1,2,3,0,0,0,0,0,0,3,89,92.2,77.1,34.0,20.3,0.37,0.43,0.8,5.52,0.2,4.6,0.6,a,100.0,
Clarke,Brayden Clarke,Arsenal,DEF,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,a,,
Kacurri,Maldini Kacurri,Arsenal,DEF,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,u,0.0,has joined Morecambe on loan for the rest of the season.
Nichols,Josh Nichols,Arsenal,DEF,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,a,,
Saka,Bukayo Saka,Arsenal,MID,10.2,98,1420,4,7,8,9,0,0,0,1,0,0,10,363,383.8,533.8,510.0,142.8,5.38,4.3,9.68,9.14,4.6,5.2,19.8,a,100.0,
Ødegaard,Martin Ødegaard,Arsenal,MID,7.8,48,870,1,3,4,8,0,0,0,0,0,0,5,204,216.4,376.3,130.0,72.3,0.87,2.13,3.0,10.67,5.6,3.2,2.5,a,100.0,
Madueke,Noni Madueke,Arsenal,MID,6.8,20,505,0,0,3,5,0,0,0,0,0,0,0,76,58.8,159.3,175.0,39.3,0.54,1.39,1.93,6.87,0.8,1.7,0.7,a,100.0,
Martinelli,Gabriel Martinelli Silva,Arsenal,MID,6.8,28,500,1,1,2,3,0,0,0,2,0,0,1,86,70.2,66.0,172.0,30.3,1.99,0.18,2.17,5.36,1.2,1.8,0.9,a,100.0,
Trossard,Leandro Trossard,Arsenal,MID,6.9,80,1128,5,4,6,9,0,0,0,1,0,0,9,274,334.8,322.8,351.0,101.0,4.17,2.04,6.21,8.24,4.2,4.7,1.7,a,100.0,
Rice,Declan Rice,Arsenal,MID,7.3,122,1695,4,7,9,13,0,0,0,1,0,0,18,490,536.4,580.7,210.0,132.8,2.66,3.78,6.44,11.96,7.2,6.1,28.1,a,100.0,
Merino,Mikel Merino Zazón,Arsenal,MID,5.6,58,931,3,3,4,8,0,0,0,1,0,0,4,209,262.2,174.1,185.0,61.9,2.29,0.93,3.22,6.22,1.2,3.1,1.7,a,,
Fábio Vieira,Fábio Ferreira Vieira,Arsenal,MID,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,u,0.0,has joined Hamburger on loan for the rest of the season.
Nørgaard,Christian Nørgaard,Arsenal,MID,5.1,3,31,0,0,0,1,0,0,0,0,0,0,0,11,14.6,0.4,7.0,2.3,0.05,0.0,0.05,2.16,0.2,1.0,0.1,a,100.0,
Nwaneri,Ethan Nwaneri,Arsenal,MID,5.0,8,165,0,0,1,0,0,0,0,0,0,0,0,20,8.6,22.5,24.0,5.4,0.23,0.08,0.31,0.73,0.0,1.3,0.1,a,,
Zubimendi,Martín Zubimendi Ibáñez,Arsenal,MID,5.2,77,1770,3,1,10,13,0,0,0,4,0,0,5,360,374.8,291.2,144.0,81.2,1.87,1.45,3.32,14.59,4.2,3.7,2.2,a,100.0,
Kabia,Ismeal Kabia,Arsenal,MID,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,u,0.0,has joined Shrewsbury Town on loan for the rest of the season.
Sambi,Albert Sambi Lokonga,Arsenal,MID,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,u,0.0,has joined Hamburger permanently.
Havertz,Kai Havertz,Arsenal,FWD,7.3,1,30,0,0,0,0,0,0,0,0,0,0,0,4,2.8,0.8,2.0,0.6,0.0,0.01,0.01,0.82,0.0,1.0,0.3,a,100.0,
G.Jesus,Gabriel Fernando de Jesus,Arsenal,FWD,6.4,9,116,1,0,0,3,0,0,0,1,0,0,0,39,53.6,6.5,94.0,15.3,0.47,0.03,0.5,2.65,1.6,1.5,0.3,a,100.0,
Eze,Eberechi Eze,Arsenal,MID,7.3,67,1003,4,3,6,6,0,0,0,0,0,0,6,258,252.6,158.8,281.0,69.2,2.54,1.41,3.95,6.06,0.2,4.2,9.0,a,,
Mosquera,Cristhian Mosquera,Arsenal,DEF,5.3,17,429,0,0,1,4,0,0,0,1,0,0,1,85,84.0,23.2,8.0,11.5,0.0,0.43,0.43,2.68,0.0,1.7,0.1,i,0.0,Ankle injury - Unknown return date
Gyökeres,Viktor Gyökeres,Arsenal,FWD,8.7,54,1289,5,0,9,6,0,0,0,3,0,0,4,183,199.8,136.4,430.0,76.2,6.27,0.88,7.15,9.18,2.6,2.8,9.4,a,100.0,
Dowman,Max Dowman,Arsenal,MID,4.2,5,27,0,1,0,0,0,0,0,0,0,0,0,13,1.0,0.8,26.0,2.8,0.14,0.02,0.16,0.12,0.0,2.5,0.3,i,0.0,Ankle injury - Unknown return date
Harriman-Annous,Andre Harriman-Annous,Arsenal,MID,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,a,,
Hincapie,Piero Hincapié,Arsenal,DEF,5.3,35,889,0,0,2,9,0,0,0,2,0,0,2,147,188.6,58.3,20.0,26.6,0.0,0.74,0.74,9.45,3.0,2.9,1.2,d,75.0,Muscle injury - 75% chance of playing
Salmon,Marli Salmon,Arsenal,DEF,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,a,,
Martinez,Emiliano Martínez Romero,Aston Villa,GK,5.0,64,1485,0,0,4,16,0,1,0,1,0,49,3,282,379.6,3.0,0.0,38.2,0.0,0.03,0.03,22.32,2.0,3.8,3.4,d,75.0,Calf injury - 75% chance of playing
M.Bizot,Marco Bizot,Aston Villa,GK,4.2,11,405,0,0,1,8,0,0,0,2,0,13,0,51,92.8,0.0,0.0,9.3,0.0,0.0,0.0,8.53,0.4,2.2,0.4,a,,
Gauci,Joe Gauci,Aston Villa,GK,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,u,0.0,Has joined Port Vale on loan for the rest of the season.
Marschall,Filip Marschall,Aston Villa,GK,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,u,0.0,Has joined Stevenage permanently.
Cash,Matty Cash,Aston Villa,DEF,4.8,87,1771,3,2,6,19,0,0,0,5,0,0,6,316,425.2,295.3,123.0,84.4,0.7,1.76,2.46,26.74,2.8,4.3,11.0,a,100.0,
Digne,Lucas Digne,Aston Villa,DEF,4.5,64,1192,0,3,6,12,0,0,0,2,0,0,4,250,237.8,277.5,89.0,60.2,0.49,1.75,2.24,18.41,2.4,3.2,1.6,a,100.0,
Konsa,Ezri Konsa Ngoyo,Aston Villa,DEF,4.4,62,1775,0,0,6,23,0,0,0,0,1,0,3,313,360.2,71.4,72.0,50.7,0.36,0.38,0.74,29.32,3.0,3.1,7.5,a,100.0,
Maatsen,Ian Maatsen,Aston Villa,DEF,4.2,18,688,0,0,0,12,0,0,0,1,0,0,0,98,139.4,138.5,103.0,38.3,0.66,0.79,1.45,12.44,1.4,1.2,0.5,a,,
Mings,Tyrone Mings,Aston Villa,DEF,4.3,24,497,0,0,2,6,0,0,0,0,0,0,1,87,120.2,44.6,25.0,19.0,0.33,0.09,0.42,8.78,0.0,3.4,0.5,a,100.0,
Pau,Pau Torres,Aston Villa,DEF,4.3,39,952,0,1,3,11,1,0,0,0,0,0,2,176,207.6,17.3,26.0,25.3,0.22,0.22,0.44,14.19,0.0,3.2,0.3,a,100.0,
A.García,Andrés García,Aston Villa,DEF,3.9,1,30,0,0,0,2,0,0,0,0,0,0,0,-3,0.6,1.5,0.0,0.2,0.0,0.01,0.01,1.52,0.2,0.5,0.2,a,100.0,
Alex Moreno,Álex Moreno Lopera,Aston Villa,DEF,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,u,0.0,Has joined Girona permanently.
Bogarde,Lamare Bogarde,Aston Villa,DEF,4.0,21,432,0,0,1,6,0,0,0,4,0,0,3,62,58.2,37.4,6.0,10.1,0.0,0.12,0.12,7.7,0.2,1.3,0.5,a,100.0,
Sousa,Lino da Cruz Sousa,Aston Villa,DEF,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,a,,
Yasin,Yasin Özcan,Aston Villa,DEF,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,u,0.0,has joined Anderlecht on loan for the rest of the season.
Rogers,Morgan Rogers,Aston Villa,MID,7.7,101,1867,7,4,6,24,0,0,0,4,0,0,10,359,455.6,358.8,455.0,126.8,3.42,2.36,5.78,30.15,5.0,4.8,32.1,a,100.0,
Tielemans,Youri Tielemans,Aston Villa,MID,5.9,47,1132,0,4,3,16,0,0,0,0,0,0,3,252,261.2,294.5,139.0,69.5,0.91,1.81,2.72,20.48,4.2,3.1,1.1,a,100.0,
Bailey,Leon Bailey,Aston Villa,MID,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,u,0.0,has joined AS Roma on loan for the rest of the season.
Buendía,Emiliano Buendía Stati,Aston Villa,MID,5.3,58,772,4,2,2,8,0,0,0,2,0,0,7,189,246.0,197.3,180.0,62.4,1.87,0.98,2.85,13.03,1.8,3.1,0.3,a,100.0,
Iling Jr,Samuel Iling-Junior,Aston Villa,MID,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,u,0.0,has joined West Bromwich Albion on loan for the rest of the season
Malen,Donyell Malen,Aston Villa,MID,5.1,55,640,4,2,1,10,0,0,0,0,0,0,3,161,183.4,99.7,290.0,56.3,4.03,0.35,4.38,10.59,1.6,2.6,0.6,u,0.0,has joined Roma on loan for the rest of the season.
McGinn,John McGinn,Aston Villa,MID,5.4,70,1574,3,2,7,21,0,0,0,3,0,0,4,285,308.2,384.1,193.0,88.8,2.52,1.95,4.47,26.45,5.0,3.3,1.2,a,,
Barkley,Ross Barkley,Aston Villa,MID,4.8,15,114,1,1,0,0,0,0,0,0,0,0,0,56,51.8,33.7,55.0,14.0,0.43,0.16,0.59,1.41,0.0,2.1,0.0,i,0.0,Knee injury - Expected back 07 Feb
Barrenechea,Enzo Barrenechea,Aston Villa,MID,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,u,0.0,Season-long loan to Benfica
Dobbin,Lewis Dobbin,Aston Villa,MID,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,u,0.0,Has joined Preston North End on loan for the rest of the season.
Kamara,Boubacar Kamara,Aston Villa,MID,4.9,61,1410,1,3,5,15,0,0,0,5,0,0,7,282,325.0,241.3,75.0,64.2,0.53,0.84,1.36,20.8,2.0,3.4,0.4,i,0.0,Knee injury - Unknown return date
Onana,Amadou Onana,Aston Villa,MID,4.8,46,886,2,0,3,11,0,0,0,2,0,0,3,210,242.2,60.6,67.0,37.0,0.43,0.21,0.64,14.1,1.2,3.3,0.6,i,0.0,Muscle injury - Expected back 25 Jan
Broggio,Ben Broggio,Aston Villa,MID,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,a,,
Dendoncker,Leander Dendoncker,Aston Villa,MID,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,u,0.0,Has joined Real Oviedo permanently.
Jimoh-Aloba,Jamaldeen Jimoh-Aloba,Aston Villa,MID,4.5,1,8,0,0,0,0,0,0,0,0,0,0,0,3,0.2,0.3,0.0,0.1,0.0,0.0,0.0,0.61,0.2,1.0,0.1,a,,
Young,Kadan Young,Aston Villa,MID,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,a,,
Watkins,Ollie Watkins,Aston Villa,FWD,8.8,81,1561,7,2,6,21,0,0,0,1,0,0,9,297,324.2,164.9,600.0,108.8,8.68,0.82,9.5,25.09,6.2,3.9,13.8,a,100.0,
Redmond,Zépiqueno Redmond,Aston Villa,FWD,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,u,0.0,has joined Huddersfield Town on loan for the rest of the season.
Elliott,Harvey Elliott,Aston Villa,MID,5.1,4,97,0,0,0,2,0,0,0,0,0,0,0,13,8.6,17.8,18.0,4.4,0.19,0.06,0.25,1.74,0.0,1.0,0.2,a,100.0,
Sancho,Jadon Sancho,Aston Villa,MID,5.8,14,302,0,0,1,2,0,0,0,0,0,0,0,44,39.0,85.4,105.0,23.1,0.38,0.59,0.97,4.11,1.4,1.3,0.2,a,100.0,
Guessand,Evann Guessand,Aston Villa,MID,6.2,23,511,0,2,1,9,0,0,0,0,0,0,0,70,75.4,42.4,109.0,22.3,0.97,0.37,1.34,8.44,0.2,1.9,0.0,a,100.0,
Wright,James Wright,Aston Villa,GK,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,a,,
Rowe,Triston Rowe,Aston Villa,DEF,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,u,0.0,has joined Annecy on loan for the rest of the season.
Burrowes,Bradley Burrowes,Aston Villa,MID,4.4,1,16,0,0,0,1,0,0,0,0,0,0,0,3,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.9,0.0,1.0,0.1,a,,
Proctor,Sam Proctor,Aston Villa,GK,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,a,,
Patterson,Travis Patterson,Aston Villa,DEF,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,a,,
Lindelöf,Victor Lindelöf,Aston Villa,DEF,4.5,20,565,0,1,1,9,0,0,0,0,0,0,0,87,121.0,26.5,8.0,15.6,0.03,0.04,0.07,10.62,2.4,2.0,0.1,a,100.0,
George Hemmings,George Hemmings,Aston Villa,MID,4.5,1,8,0,0,0,0,0,0,0,0,0,0,0,3,0.0,1.0,0.0,0.1,0.0,0.01,0.01,0.61,0.2,1.0,0.0,a,,
Hollingshead,Ronnie Hollingshead,Aston Villa,GK,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,a,,
Leon Routh,Leon Routh,Aston Villa,DEF,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,a,,
Carroll,TJ Carroll,Aston Villa,DEF,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,a,,
Alysson,Alysson Edward Franco da Rocha dos Santos,Aston Villa,MID,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,i,0.0,Knock - Unknown return date
Weiss,Max Weiß,Burnley,GK,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,a,,
Green,Etienne Green,Burnley,GK,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,u,0.0,has joined FC Fredericia permanently.
Hladký,Václav Hladký,Burnley,GK,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,a,,
Roberts,Connor Roberts,Burnley,DEF,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,i,0.0,Achilles injury - Unknown return date
Walker,Kyle Walker,Burnley,DEF,4.4,43,1786,0,1,3,38,0,0,0,7,0,0,3,117,287.8,93.3,22.0,40.5,0.12,0.6,0.72,39.63,1.8,2.1,1.1,a,100.0,
Delcroix,Hannes Delcroix,Burnley,DEF,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,u,0.0,has joined Lugano permanently.
Dodgson,Owen Dodgson,Burnley,DEF,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,u,0.0,Has joined Stockport County on loan for the rest of the season.
Ekdal,Hjalmar Ekdal,Burnley,DEF,3.9,43,1163,0,0,2,24,0,0,0,0,0,0,2,117,267.6,43.1,78.0,38.9,0.21,0.24,0.45,21.85,3.4,3.1,0.9,a,,
Estève,Maxime Estève,Burnley,DEF,3.9,45,1536,0,0,2,37,2,0,0,0,0,0,0,148,373.0,67.5,60.0,50.3,0.41,0.39,0.8,37.05,0.6,2.5,8.4,a,100.0,
Hartman,Quilindschy Hartman,Burnley,DEF,4.0,46,1337,0,5,2,28,0,0,0,1,0,0,0,170,305.4,228.9,57.0,59.2,0.19,1.51,1.7,30.28,0.0,3.1,0.8,a,,
Humphreys,Bashir Humphreys,Burnley,DEF,3.9,18,347,0,1,1,7,0,0,0,1,0,0,0,68,90.8,19.0,18.0,12.7,0.13,0.1,0.23,6.8,3.6,3.6,0.1,a,100.0,
Jordan,Jordan Beyer,Burnley,DEF,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,i,0.0,Hamstring injury - Unknown return date
Lucas Pires,Lucas Pires Silva,Burnley,DEF,3.8,9,501,0,0,1,11,0,0,0,0,1,0,0,32,64.6,94.7,44.0,20.2,0.26,0.68,0.94,10.04,2.2,1.3,0.2,a,100.0,
Sambo,Shurandy Sambo,Burnley,DEF,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,u,0.0,Has joined Sparta Rotterdam on loan for the rest of the season.
Sonne,Oliver Sonne,Burnley,DEF,3.8,13,164,1,0,0,4,0,0,0,0,0,0,0,20,44.8,18.1,30.0,9.2,0.55,0.08,0.63,3.79,0.6,1.9,0.3,a,,
Tuanzebe,Axel Tuanzebe,Burnley,DEF,3.9,18,706,0,0,1,17,0,0,0,1,0,0,0,59,149.8,8.6,0.0,16.0,0.0,0.11,0.11,18.97,0.0,2.2,1.0,a,100.0,
Worrall,Joe Worrall,Burnley,DEF,3.8,7,154,0,0,0,3,0,0,0,0,0,0,0,19,42.4,0.8,2.0,4.6,0.0,0.02,0.02,3.95,0.4,1.2,0.2,d,75.0,Muscle injury - 75% chance of playing
Anthony,Jaidon Anthony,Burnley,MID,5.1,69,1251,5,2,3,26,0,0,0,3,0,0,5,258,318.6,235.3,277.0,83.0,2.61,1.27,3.88,27.22,2.2,3.5,1.9,a,100.0,
Benson,Manuel Benson Hedilazio,Burnley,MID,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,u,0.0,has joined Swansea City on loan for the rest of the season.
Bruun Larsen,Jacob Bruun Larsen,Burnley,MID,5.3,31,853,0,1,3,23,0,0,0,0,0,0,0,94,104.6,175.9,123.0,40.3,1.18,1.05,2.23,20.04,1.6,1.7,0.0,a,100.0,
Boateng,Enock Agyei,Burnley,MID,4.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,a,,
Churlinov,Darko Churlinov,Burnley,MID,4.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,u,0.0,has joined Kocaelispor  permanently.
Cullen,Josh Cullen,Burnley,MID,5.0,70,1513,2,2,3,29,1,0,0,2,0,0,8,321,342.0,218.1,98.0,66.0,0.94,1.36,2.3,32.5,0.6,3.9,1.1,i,0.0,Knee injury - Expected back 30 Sep
Edwards,Marcus Edwards,Burnley,MID,4.7,21,398,0,2,1,6,0,0,0,0,0,0,0,90,90.6,182.8,98.0,36.9,0.67,1.32,1.99,7.34,3.0,1.9,0.1,a,,
Hannibal,Hannibal Mejbri,Burnley,MID,4.7,22,452,0,2,1,11,0,0,0,4,0,0,0,87,58.2,118.1,35.0,21.1,0.29,0.76,1.05,12.84,0.0,1.6,0.1,a,100.0,
Koleosho,Luca Koleosho,Burnley,MID,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,u,0.0,has joined Paris FC on loan for the rest of the season.
Laurent,Josh Laurent,Burnley,MID,4.8,41,1053,1,0,1,26,0,0,0,3,0,0,1,170,212.8,80.2,68.0,36.2,0.43,0.23,0.66,24.42,4.8,2.3,0.0,a,,
Tchaouna,Loum Tchaouna,Burnley,MID,4.9,32,752,1,1,2,11,0,0,0,1,0,0,0,108,85.4,76.0,101.0,26.2,0.86,0.38,1.24,14.13,0.8,2.0,0.0,a,,
A.Ramsey,Aaron Ramsey,Burnley,MID,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,u,0.0,has joined Leicester City on loan for the rest of the season.
Adewumi,Oluwaseun Adewumi,Burnley,MID,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,u,0.0,Has joined Cercle Brugge on loan for the rest of the season.
Banel,Jaydon Banel,Burnley,MID,4.5,1,9,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.05,0.2,1.0,0.0,a,,
Trésor,Mike Trésor Ndayishimiye,Burnley,MID,4.4,4,19,0,0,0,1,0,0,0,0,0,0,0,10,0.6,0.4,2.0,0.3,0.0,0.0,0.0,0.46,0.6,1.0,0.1,i,0.0,Ankle injury - Unknown return date
Flemming,Zian Flemming,Burnley,FWD,5.3,42,660,5,0,2,10,0,0,0,3,0,0,3,157,209.0,58.6,207.0,46.8,3.15,0.16,3.31,13.86,0.4,2.8,0.3,i,0.0,Knock - Expected back 24 Jan
Amdouni,Zeki Amdouni,Burnley,FWD,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,i,0.0,Knee injury - Expected back 25 Apr
Foster,Lyle Foster,Burnley,FWD,4.9,36,880,2,1,3,19,0,0,0,3,0,0,4,133,131.4,107.3,127.0,36.1,1.6,0.25,1.85,18.48,0.0,2.6,0.8,a,100.0,
Barnes,Ashley Barnes,Burnley,FWD,4.2,2,9,0,0,0,1,0,0,0,0,0,0,0,6,0.2,0.3,7.0,0.8,0.11,0.0,0.11,0.41,0.2,1.0,1.3,a,,
Obafemi,Michael Obafemi,Burnley,FWD,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,u,0.0,has joined VfL Bochum  on loan for the rest of the season.
Dúbravka,Martin Dúbravka,Burnley,GK,4.0,63,1890,0,0,3,41,0,0,0,0,0,77,5,276,600.2,0.0,0.0,60.2,0.0,0.03,0.03,42.2,3.8,3.0,33.0,a,100.0,
Ugochukwu,Lesley Ugochukwu,Burnley,MID,5.0,61,1282,3,1,3,27,0,0,0,0,1,0,5,217,266.4,106.5,164.0,53.4,2.08,0.2,2.28,29.41,2.8,3.0,0.1,a,100.0,
