name,full_name,team,position,price,total_points,minutes,goals,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,xG,xA,xGI,xGC,form,points_per_game,selected_by_percent,status,chance_of_playing,news
Welbeck,Danny Welbeck,Brighton,FWD,6.2,65,1113,8,0,3,18,0,0,2,3,0,0,8,254,300.4,154.3,316.0,76.5,7.15,0.64,7.79,17.46,1.2,3.2,4.1,a,100.0,
Ferguson,Evan Ferguson,Brighton,FWD,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,u,0.0,Has joined AS Roma on loan for the rest of the season
Tzimas,Stefanos Tzimas,Brighton,FWD,5.2,16,132,1,1,0,2,0,0,0,0,0,0,0,55,66.6,65.7,44.0,17.7,0.44,0.11,0.55,2.59,0.0,1.8,0.1,i,0.0,Knee injury - Expected back 01 Jun
Kostoulas,Charalampos Kostoulas,Brighton,FWD,4.8,18,167,1,1,1,3,0,0,0,1,0,0,0,81,79.8,69.2,142.0,29.1,1.29,0.2,1.49,2.65,1.4,1.6,0.3,a,,
Oriola,Nehemiah Oriola,Brighton,MID,4.5,1,1,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,a,,
Simmonds,Freddie Simmonds,Brighton,DEF,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,a,,
Groß,Pascal Groß,Brighton,MID,5.5,2,109,0,0,0,1,0,0,0,1,0,0,0,11,9.8,4.3,25.0,3.7,0.14,0.0,0.14,2.59,1.0,1.0,0.0,a,,
Howell,Harry Howell,Brighton,MID,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,a,,
Sánchez,Robert Lynch Sánchez,Chelsea,GK,4.9,74,1714,0,1,8,23,0,0,0,2,1,48,4,319,434.0,50.0,0.0,48.1,0.0,0.02,0.02,26.83,2.2,3.7,13.4,a,100.0,
Jörgensen,Filip Jörgensen,Chelsea,GK,4.3,3,174,0,0,0,3,0,0,0,0,0,3,0,18,28.2,0.0,0.0,2.8,0.0,0.0,0.0,2.78,0.4,1.5,0.2,a,,
Penders,Mike Penders,Chelsea,GK,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,u,0.0,Has joined RC Strasbourg on loan for the rest of the season.
Slonina,Gabriel Słonina,Chelsea,GK,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,a,,
Cucurella,Marc Cucurella Saseta,Chelsea,DEF,6.0,69,1525,0,2,8,19,0,0,0,3,1,0,5,316,299.4,307.8,113.0,71.9,0.58,2.04,2.62,22.66,0.0,3.6,16.0,a,100.0,
James,Reece James,Chelsea,DEF,5.7,83,1361,2,5,5,16,0,0,0,4,0,0,8,341,377.0,368.6,85.0,83.2,0.86,2.14,3.0,21.98,3.2,4.2,10.9,d,75.0,Hip injury - 75% chance of playing
Chalobah,Trevoh Chalobah,Chelsea,DEF,5.5,102,1740,3,1,8,23,0,0,0,3,1,0,7,377,497.2,82.5,143.0,72.2,1.14,0.68,1.82,25.07,2.2,5.1,17.9,a,100.0,
Colwill,Levi Samuels Colwill,Chelsea,DEF,4.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,i,0.0,Anterior cruciate ligament - Unknown return date
Gusto,Malo Gusto,Chelsea,DEF,5.0,73,1216,2,2,6,14,0,0,0,1,1,0,7,277,273.2,200.1,118.0,59.1,1.23,0.83,2.06,21.15,1.0,3.8,2.2,d,75.0,Knock - 75% chance of playing
B.Badiashile,Benoît Badiashile Mukinayi,Chelsea,DEF,4.4,3,335,0,0,0,7,0,0,0,2,0,0,0,30,57.8,6.2,0.0,6.5,0.0,0.04,0.04,5.13,0.6,0.5,0.0,a,100.0,
Fofana,Wesley Fofana,Chelsea,DEF,4.4,41,757,0,0,4,8,0,0,0,1,0,0,3,177,214.8,14.7,22.0,25.2,0.25,0.07,0.32,11.87,0.8,4.1,0.4,a,100.0,
M.Sarr,Mamadou Sarr,Chelsea,DEF,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,u,0.0,Has joined RC Strasbourg on loan for the rest of the season.
Tosin,Tosin Adarabioyo,Chelsea,DEF,4.0,27,647,0,0,2,11,0,0,0,2,0,0,2,101,190.8,31.8,19.0,24.2,0.11,0.4,0.5,9.82,0.0,2.7,0.3,a,100.0,
Acheampong,Josh Acheampong,Chelsea,DEF,3.8,30,468,1,0,2,9,0,0,0,0,0,0,5,90,107.8,25.6,64.0,19.9,0.6,0.08,0.68,11.78,0.6,3.8,1.3,a,100.0,
Anselmino,Aarón Anselmino,Chelsea,DEF,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,u,0.0,has joined Borussia Dortmund on loan for the rest of the season.
Palmer,Cole Palmer,Chelsea,MID,10.4,36,663,3,1,1,10,0,0,0,1,0,0,1,140,161.2,113.2,197.0,47.0,2.72,0.36,3.08,13.11,3.4,3.3,12.0,d,75.0,Thigh injury - 75% chance of playing
Neto,Pedro Lomba Neto,Chelsea,MID,7.1,88,1639,5,4,8,15,0,0,0,2,0,0,6,370,379.4,527.9,378.0,128.8,3.56,4.01,7.57,21.58,2.4,4.2,6.4,a,100.0,
Enzo,Enzo Fernández,Chelsea,MID,6.5,92,1700,6,2,7,21,0,0,0,5,0,0,11,379,463.4,502.9,501.0,146.8,7.79,3.87,11.66,24.53,4.6,4.6,10.8,a,100.0,
Estêvão,Estêvão Almeida de Oliveira Gonçalves,Chelsea,MID,6.4,39,602,1,4,2,8,0,0,0,3,0,0,2,131,120.4,189.0,233.0,54.1,2.34,2.06,4.4,7.44,1.4,2.3,1.9,a,100.0,
Gittens,Jamie Bynoe-Gittens,Chelsea,MID,6.0,23,445,0,2,1,5,0,0,0,0,0,0,0,93,93.0,128.8,91.0,31.2,0.81,0.94,1.75,7.61,0.4,1.6,0.1,d,75.0,Illness - 75% chance of playing
Nkunku,Christopher Nkunku,Chelsea,MID,5.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,u,0.0,has joined AC Milan permanently.
Caicedo,Moisés Caicedo Corozo,Chelsea,MID,5.7,69,1342,3,1,4,20,0,0,0,5,1,0,9,317,375.6,191.6,85.0,65.0,0.89,0.99,1.88,21.28,2.2,4.3,7.9,a,100.0,
George,Tyrique George,Chelsea,MID,4.8,4,142,0,0,1,2,0,0,0,2,0,0,0,2,8.2,7.0,56.0,7.1,0.32,0.08,0.4,1.65,0.0,1.0,0.1,a,,
Lavia,Roméo Lavia,Chelsea,MID,4.9,4,105,0,0,0,3,0,0,0,0,0,0,0,22,9.6,7.5,2.0,1.8,0.0,0.05,0.05,2.79,0.0,1.0,0.0,i,0.0,Thigh injury - Unknown return date
Mudryk,Mykhailo Mudryk,Chelsea,MID,4.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,s,0.0,Suspended - unknown return date
Andrey Santos,Andrey Nascimento dos Santos,Chelsea,MID,4.5,18,511,0,0,1,5,0,0,0,3,0,0,0,79,86.0,93.0,59.0,23.7,1.7,0.5,2.2,7.96,0.6,1.2,0.3,a,100.0,
D.Essugo,Dário Luís Essugo,Chelsea,MID,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,a,100.0,
Paez,Kendry Páez Andrade,Chelsea,MID,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,u,0.0,Has joined RC Strasbourg on loan for the rest of the season.
João Pedro,João Pedro Junqueira de Jesus,Chelsea,FWD,7.1,84,1521,6,3,7,17,0,0,0,2,0,0,15,352,380.2,329.7,458.0,116.4,6.39,1.36,7.75,21.46,3.6,4.0,26.3,a,,
Delap,Liam Delap,Chelsea,FWD,6.2,21,571,1,0,2,9,0,0,0,2,0,0,1,72,52.0,45.4,223.0,31.4,2.47,0.17,2.64,7.75,1.8,1.8,0.9,d,75.0,Illness - 75% chance of playing
N.Jackson,Nicolas Jackson,Chelsea,FWD,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,u,0.0,has joined Bayern Munich on loan for the rest of the season.
Marc Guiu,Marc Guiu Paz,Chelsea,FWD,4.2,12,247,0,1,0,2,0,0,0,1,0,0,0,19,24.6,38.8,81.0,12.6,1.46,0.29,1.75,5.65,0.0,1.3,6.7,a,100.0,
Garnacho,Alejandro Garnacho Ferreyra,Chelsea,MID,6.4,39,759,1,3,4,10,0,0,0,1,0,0,2,143,136.2,227.8,259.0,61.7,1.9,2.5,4.4,14.13,1.4,3.0,0.5,a,,
Hato,Jorrel Hato,Chelsea,DEF,4.6,5,256,0,0,0,4,0,0,0,2,0,0,0,17,46.4,28.5,17.0,9.1,0.22,0.05,0.27,3.37,0.4,0.8,0.2,a,100.0,
Emenalo,Landon Emenalo,Chelsea,MID,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,a,,
Merrick,Max Merrick,Chelsea,GK,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,a,,
Henderson,Dean Henderson,Crystal Palace,GK,5.1,79,1890,0,0,8,23,0,0,0,2,0,57,2,344,454.0,10.0,0.0,46.3,0.0,0.08,0.08,28.0,3.0,3.8,7.9,a,,
Benitez,Walter Benítez,Crystal Palace,GK,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,a,100.0,
Matthews,Remi Matthews,Crystal Palace,GK,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,a,,
Muñoz,Daniel Muñoz Mejía,Crystal Palace,DEF,5.8,89,1260,3,3,7,11,0,0,0,4,0,0,7,291,336.0,128.1,240.0,70.2,1.78,1.99,3.77,16.81,0.0,6.4,6.1,i,0.0,Knee injury - Expected back 25 Jan
Lacroix,Maxence Lacroix,Crystal Palace,DEF,5.1,98,1890,0,2,8,23,0,0,0,3,0,0,4,360,495.0,71.7,100.0,66.6,1.12,0.61,1.73,28.0,3.4,4.7,6.0,a,,
Mitchell,Tyrick Mitchell,Crystal Palace,DEF,5.0,84,1884,1,0,8,23,0,0,0,4,0,0,5,311,392.8,268.4,138.0,80.0,0.68,1.27,1.95,28.0,2.6,4.0,2.2,a,,
Sosa,Borna Sosa,Crystal Palace,DEF,4.8,4,28,0,0,0,1,0,0,0,0,0,0,0,6,4.6,10.9,4.0,1.9,0.0,0.06,0.06,0.83,0.6,1.0,0.1,a,100.0,
Guéhi,Marc Guéhi,Crystal Palace,DEF,5.3,105,1800,2,4,7,23,0,0,0,4,0,0,8,374,489.8,137.0,212.0,83.9,1.94,1.51,3.45,27.62,2.6,5.2,39.7,a,100.0,
Richards,Chris Richards,Crystal Palace,DEF,4.4,75,1522,0,0,7,19,0,0,0,0,0,0,1,274,382.6,68.1,62.0,51.5,0.43,1.16,1.59,21.43,0.4,4.4,1.9,a,100.0,
Chadi Riad,Chadi Riad Dnanou,Crystal Palace,DEF,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,a,100.0,
Clyne,Nathaniel Clyne,Crystal Palace,DEF,3.8,14,418,0,1,0,8,0,0,0,0,0,0,2,50,74.4,46.3,31.0,15.1,0.43,0.56,0.99,5.77,2.0,2.0,0.7,d,50.0,Knock - 50% chance of playing
Holding,Rob Holding,Crystal Palace,DEF,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,u,0.0,Has joined Colorado Rapids permanently.
Kporha,Caleb Kporha,Crystal Palace,DEF,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,i,0.0,Back injury - Unknown return date
Sarr,Ismaïla Sarr,Crystal Palace,MID,6.3,52,1009,3,1,6,9,0,0,0,1,0,0,6,161,200.8,152.3,214.0,56.8,4.07,0.56,4.62,14.32,0.0,4.3,2.0,n,0.0,On international duty at the Africa Cup of Nations from Gameweek 17 onwards. - Expected back 25 Jan
Doucouré,Cheick Doucouré,Crystal Palace,MID,4.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,i,0.0,Knee injury - Unknown return date
Esse,Romain Esse,Crystal Palace,MID,4.7,4,40,0,0,0,0,0,0,0,0,0,0,0,12,6.8,2.7,6.0,1.5,0.0,0.04,0.04,1.74,0.6,1.0,0.1,u,0.0,has joined Coventry City on loan for the rest of the season.
Hughes,Will Hughes,Crystal Palace,MID,4.7,26,867,0,0,4,10,0,0,0,4,0,0,0,127,120.8,183.3,63.0,36.8,0.72,0.93,1.65,13.71,1.6,1.4,0.1,a,100.0,
Kamada,Daichi Kamada,Crystal Palace,MID,5.0,45,1166,0,2,6,11,0,0,0,1,0,0,0,199,141.0,164.6,110.0,41.6,0.9,1.54,2.44,14.31,0.0,3.2,0.1,i,0.0,Hamstring injury - Expected back 21 Feb
Lerma,Jefferson Lerma Solís,Crystal Palace,MID,4.9,33,751,0,2,4,6,0,0,0,4,0,0,1,129,123.0,104.9,72.0,30.0,0.62,0.64,1.26,8.99,1.0,1.8,0.1,a,100.0,
Wharton,Adam Wharton,Crystal Palace,MID,5.0,66,1564,0,3,6,22,0,0,0,2,0,0,4,326,283.8,425.6,105.0,81.5,0.96,4.58,5.53,23.78,2.8,3.5,0.8,a,100.0,
Agbinone,Asher Agbinone,Crystal Palace,MID,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,a,,
Ahamada,Naouirou Ahamada,Crystal Palace,MID,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,u,0.0,has joined AJ Auxerre permanently.
Devenny,Justin Devenny,Crystal Palace,MID,4.3,27,503,1,0,1,8,0,0,0,0,0,0,0,78,83.2,92.5,162.0,33.8,2.38,0.35,2.73,8.34,2.8,1.6,1.5,a,100.0,
Ebiowei,Malcolm Ebiowei,Crystal Palace,MID,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,u,0.0,Has joined Blackpool permanently.
J.Rak-Sakyi,Jesurun Rak-Sakyi,Crystal Palace,MID,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,a,100.0,
M.França,Matheus França de Oliveira,Crystal Palace,MID,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,u,0.0,Has joined CR Vasco da Gama on loan for the rest of the season.
Ozoh,David Ozoh,Crystal Palace,MID,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,u,0.0,Has joined Derby County on loan for the rest of the season.
Rodney,Kaden Rodney,Crystal Palace,MID,4.4,1,3,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.65,0.2,1.0,0.0,a,,
Umeh,Franco Umeh-Chibueze,Crystal Palace,MID,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,u,0.0,has joined Portsmouth permanently.
Mateta,Jean-Philippe Mateta,Crystal Palace,FWD,7.6,80,1730,8,0,8,18,0,0,0,2,0,0,9,269,387.2,103.6,600.0,108.9,11.12,1.06,12.18,22.76,3.4,3.8,10.8,a,100.0,
Nketiah,Eddie Nketiah,Crystal Palace,FWD,5.4,23,414,2,0,0,12,0,0,0,2,0,0,3,100,120.0,84.6,173.0,37.8,1.77,0.46,2.23,9.49,0.6,1.9,0.4,i,0.0,Hamstring injury - Unknown return date
Édouard,Odsonne Édouard,Crystal Palace,FWD,5.0,1,2,0,0,0,0,0,0,0,0,0,0,0,6,2.0,0.0,0.0,0.2,0.0,0.0,0.0,0.27,0.0,1.0,0.2,u,0.0,has joined RC Lens permanently.
Marsh,Zach Marsh,Crystal Palace,FWD,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,a,,
Johnson,Brennan Johnson,Crystal Palace,MID,6.5,37,763,2,0,4,6,0,0,0,4,0,0,2,123,148.4,123.5,153.0,42.4,1.54,0.4,1.94,12.68,1.0,2.1,2.6,a,,
Cardines,Rio Cardines,Crystal Palace,MID,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,i,0.0,Groin Injury - Expected back 25 Jan
Yeremy,Yéremy Pino Santos,Crystal Palace,MID,5.8,48,1347,1,1,6,17,0,0,0,3,0,0,1,192,196.4,405.3,275.0,87.4,3.44,3.42,6.86,19.11,2.6,2.5,0.2,a,100.0,
Canvot,Jaydee Canvot,Crystal Palace,DEF,4.5,27,288,0,0,2,3,0,0,0,0,0,0,4,78,99.0,5.4,10.0,11.5,0.05,0.12,0.17,5.45,2.6,3.4,0.0,a,100.0,
Uche,Christantus Uche,Crystal Palace,FWD,5.5,13,109,0,1,0,4,0,0,0,0,0,0,0,37,10.8,4.2,65.0,7.7,0.36,0.01,0.37,4.05,1.4,1.3,0.0,a,,
Drakes-Thomas,Joél Drakes-Thomas,Crystal Palace,MID,4.5,2,7,0,0,0,1,0,0,0,0,0,0,0,6,1.4,1.0,0.0,0.3,0.0,0.0,0.0,0.73,0.4,1.0,0.0,a,,
Benamar,Dean Benamar,Crystal Palace,DEF,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,a,,
Casey,Ben Casey,Crystal Palace,FWD,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,a,,
King,George King,Crystal Palace,DEF,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,a,,
Dewsbury-Hall,Kiernan Dewsbury-Hall,Everton,MID,4.9,75,1257,4,3,6,16,0,0,0,5,0,0,10,291,286.8,315.4,189.0,79.1,1.59,2.75,4.34,17.55,0.0,5.0,2.4,i,0.0,Hamstring injury - Unknown return date
Pickford,Jordan Pickford,Everton,GK,5.6,90,1890,0,0,8,25,0,1,0,0,0,57,8,347,505.4,0.1,0.0,50.5,0.0,0.12,0.12,30.72,4.4,4.3,12.9,a,,
Travers,Mark Travers,Everton,GK,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,a,,
Tyrer,Harry Tyrer,Everton,GK,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,a,,
Branthwaite,Jarrad Branthwaite,Everton,DEF,5.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,d,25.0,Lack of match fitness - 25% chance of playing
Tarkowski,James Tarkowski,Everton,DEF,5.7,100,1890,0,1,8,25,0,0,0,4,0,0,6,359,553.0,167.6,162.0,88.5,1.05,1.06,2.11,30.72,5.2,4.8,12.6,a,,
Mykolenko,Vitalii Mykolenko,Everton,DEF,4.9,56,1615,0,0,6,24,0,0,0,4,0,0,1,199,295.8,176.5,49.0,52.1,0.24,1.29,1.53,25.68,3.4,3.1,0.8,a,100.0,
O'Brien,Jake O'Brien,Everton,DEF,4.9,67,1758,0,1,7,24,0,0,0,1,0,0,1,227,312.8,170.0,90.0,57.6,0.6,0.54,1.14,29.9,3.6,3.2,0.7,a,,
Coleman,Séamus Coleman,Everton,DEF,4.2,3,11,0,0,0,0,0,0,0,0,0,0,0,10,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.24,0.0,1.0,0.1,d,25.0,Lack of match fitness - 25% chance of playing
Keane,Michael Keane,Everton,DEF,4.8,96,1676,3,0,6,25,0,0,0,0,1,0,8,276,515.4,26.0,178.0,71.8,1.67,0.17,1.84,28.08,3.8,5.1,5.7,s,0.0,Suspended until 31 Jan
Patterson,Nathan Patterson,Everton,DEF,4.4,10,76,0,0,1,0,0,0,0,0,0,0,0,33,23.0,1.7,17.0,4.1,0.03,0.0,0.03,1.02,2.0,3.3,0.0,a,100.0,
Dixon,Roman Dixon,Everton,DEF,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,a,,
Welch,Reece Welch,Everton,DEF,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,a,,
Ndiaye,Iliman Ndiaye,Everton,MID,6.2,73,1343,4,2,6,19,0,0,0,2,0,0,3,294,341.0,240.2,294.0,87.6,3.12,2.69,5.81,19.27,0.0,4.6,3.2,n,0.0,On international duty at the Africa Cup of Nations from Gameweek 17 onwards. - Expected back 26 Jan
McNeil,Dwight McNeil,Everton,MID,5.5,23,480,0,1,2,3,0,0,0,0,0,0,0,74,66.4,110.2,36.0,21.2,0.41,0.66,1.07,9.68,3.2,1.9,0.2,a,,
Alcaraz,Carlos Alcaraz Durán,Everton,MID,5.2,25,656,0,1,3,8,0,0,0,3,0,0,0,104,79.4,144.0,156.0,38.0,1.04,0.43,1.47,13.0,1.0,1.7,0.1,i,0.0,Knock - Unknown return date
Gana,Idrissa Gana Gueye,Everton,MID,5.4,44,1051,2,0,3,13,0,0,0,0,1,0,3,211,198.6,112.5,112.0,42.3,1.07,0.63,1.7,16.1,0.0,3.4,0.1,n,0.0,On international duty at the Africa Cup of Nations from Gameweek 17 onwards. - Expected back 26 Jan
Garner,James Garner,Everton,MID,5.1,95,1883,2,3,8,25,0,0,0,4,0,0,10,469,495.0,433.8,168.0,109.8,1.57,2.9,4.47,30.66,7.0,4.5,3.6,a,,
Iroegbunam,Tim Iroegbunam,Everton,MID,4.8,49,923,0,3,7,9,0,0,0,7,0,0,1,156,162.8,79.4,46.0,28.7,0.35,0.58,0.93,15.01,4.8,2.9,0.0,i,0.0,Knock - Unknown return date
Armstrong,Harrison Armstrong,Everton,MID,4.5,6,100,0,0,0,2,0,0,0,0,0,0,0,18,18.6,17.6,2.0,3.8,0.0,0.07,0.07,0.98,1.0,2.0,0.1,a,100.0,
Bates,Callum Bates,Everton,MID,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,a,,
Ebere,Coby Ebere,Everton,MID,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,a,,
Heath,Isaac Heath,Everton,MID,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,u,0.0,has joined Accrington on loan for the rest of the season.
Metcalfe,Jenson Metcalfe,Everton,MID,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,u,0.0,Has joined Bradford City permanently.
Barry,Thierno Barry,Everton,FWD,5.7,42,1098,3,0,6,16,0,0,0,2,0,0,0,119,133.6,102.1,249.0,47.0,3.48,0.15,3.63,17.3,3.4,2.0,0.7,a,,
Beto,Norberto Bercique Gomes Betuncal,Everton,FWD,5.0,36,824,2,0,2,12,0,0,0,1,0,0,1,85,125.8,52.6,289.0,45.3,4.46,0.14,4.6,14.84,2.0,1.7,2.4,a,,
Y.Chermiti,Youssef Ramalho Chermiti,Everton,FWD,4.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,u,0.0,has joined Rangers permanently.
Sherif,Martin Sherif,Everton,FWD,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,u,0.0,has joined Rotherham United on loan for the rest of the season.
Grealish,Jack Grealish,Everton,MID,6.5,76,1537,2,6,6,23,0,0,0,3,1,0,12,342,371.0,515.9,381.0,126.8,1.97,3.36,5.33,24.37,2.4,4.0,9.4,a,100.0,
King,Tom King,Everton,GK,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,a,,
Aznou,Adam Aznou,Everton,DEF,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,a,100.0,
Onyango,Tyler Onyango,Everton,MID,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,u,0.0,has joined Stockport County on loan for the rest of the season.
Campbell,Elijah Campbell,Everton,DEF,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,a,,
Dibling,Tyler Dibling,Everton,MID,5.3,15,319,0,0,2,2,0,0,0,2,0,0,0,43,40.8,48.7,28.0,11.4,0.2,0.08,0.28,5.82,1.8,1.4,0.0,a,,
Röhl,Merlin Röhl,Everton,MID,5.0,13,263,0,0,1,4,0,0,0,0,0,0,0,33,50.8,44.0,26.0,12.1,0.37,0.15,0.52,4.83,1.8,1.4,0.0,a,100.0,
Graham,Braiden Graham,Everton,FWD,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,a,,
